species,yeast_ortholog,domain_arch_conservation
A_alge,P40988,Ortholog not conserved
A_alge,P40992,Ortholog not conserved
A_alge,P41318,Ortholog not conserved
A_alge,P41543,Ortholog not conserved
A_alge,P41544,Ortholog not conserved
A_alge,P41697,Ortholog not conserved
A_alge,P41733,Ortholog not conserved
A_alge,P41734,Ortholog not conserved
A_alge,P41735,Ortholog not conserved
A_alge,P41800,Ortholog not conserved
A_alge,P41805,Conserved domain architecture
A_alge,P41806,Ortholog not conserved
A_alge,P41807,Ortholog not conserved
A_alge,P41810,Lost domain(s)
A_alge,P41812,Lost domain(s)
A_alge,P41814,Ortholog not conserved
A_alge,P41819,Conserved domain architecture
A_alge,P41833,Ortholog not conserved
A_alge,P41834,Ortholog not conserved
A_alge,P41895,Lost domain(s)
A_alge,P41896,Conserved domain architecture
A_alge,P41903,Lost domain(s)
A_alge,P41910,Conserved domain architecture
A_alge,P41940,Gained/swapped domain(s)
A_alge,P42839,Ortholog not conserved
A_alge,P42842,Ortholog not conserved
A_alge,P42844,Ortholog not conserved
A_alge,P42846,Ortholog not conserved
A_alge,P42847,Ortholog not conserved
A_alge,P42935,Ortholog not conserved
A_alge,P42938,Ortholog not conserved
A_alge,P42940,Ortholog not conserved
A_alge,P42941,Ortholog not conserved
A_alge,P42942,Ortholog not conserved
A_alge,P42945,Ortholog not conserved
A_alge,P42948,Ortholog not conserved
A_alge,P42951,Ortholog not conserved
A_alge,P43123,Conserved domain architecture
A_alge,P43124,Lost domain(s)
A_alge,P43132,Gained/swapped domain(s)
A_alge,P43557,Ortholog not conserved
A_alge,P43558,Ortholog not conserved
A_alge,P43564,Ortholog not conserved
A_alge,P43568,Ortholog not conserved
A_alge,P43571,Ortholog not conserved
A_alge,P43572,Ortholog not conserved
A_alge,P43577,Conserved domain architecture
A_alge,P43583,Ortholog not conserved
A_alge,P43587,Conserved domain architecture
A_alge,P43589,Ortholog not conserved
A_alge,P43594,Ortholog not conserved
A_alge,P43599,Ortholog not conserved
A_alge,P43605,Ortholog not conserved
A_alge,P43607,Ortholog not conserved
A_alge,P43619,Ortholog not conserved
A_alge,P43621,Lost domain(s)
A_alge,P43636,Ortholog not conserved
A_alge,P45976,Conserved domain architecture
A_alge,P45978,Ortholog not conserved
A_alge,P46669,Ortholog not conserved
A_alge,P46672,Conserved domain architecture
A_alge,P46674,Lost domain(s)
A_alge,P46675,Ortholog not conserved
A_alge,P46677,Gained/swapped domain(s)
A_alge,P46678,Conserved domain architecture
A_alge,P46680,Ortholog not conserved
A_alge,P46943,Ortholog not conserved
A_alge,P46944,Ortholog not conserved
A_alge,P46945,Ortholog not conserved
A_alge,P46947,Ortholog not conserved
A_alge,P46957,Conserved domain architecture
A_alge,P46959,Conserved domain architecture
A_alge,P46961,Ortholog not conserved
A_alge,P46964,Ortholog not conserved
A_alge,P46965,Conserved domain architecture
A_alge,P46969,Conserved domain architecture
A_alge,P46988,Ortholog not conserved
A_alge,P47026,Lost domain(s)
A_alge,P47039,Ortholog not conserved
A_alge,P47040,Ortholog not conserved
A_alge,P47044,Ortholog not conserved
A_alge,P47045,Ortholog not conserved
A_alge,P47048,Ortholog not conserved
A_alge,P47051,Ortholog not conserved
A_alge,P47054,Ortholog not conserved
A_alge,P47061,Ortholog not conserved
A_alge,P47076,Conserved domain architecture
A_alge,P47077,Ortholog not conserved
A_alge,P47083,Lost domain(s)
A_alge,P47085,Ortholog not conserved
A_alge,P47088,Ortholog not conserved
A_alge,P47089,Ortholog not conserved
A_alge,P47096,Ortholog not conserved
A_alge,P47104,Ortholog not conserved
A_alge,P47111,Ortholog not conserved
A_alge,P47117,Ortholog not conserved
A_alge,P47119,Lost domain(s)
A_alge,P47120,Ortholog not conserved
A_alge,P47122,Conserved domain architecture
A_alge,P47123,Ortholog not conserved
A_alge,P47125,Ortholog not conserved
A_alge,P47128,Ortholog not conserved
A_alge,P47131,Ortholog not conserved
A_alge,P47133,Ortholog not conserved
A_alge,P47134,Lost domain(s)
A_alge,P47140,Ortholog not conserved
A_alge,P47142,Ortholog not conserved
A_alge,P47143,Ortholog not conserved
A_alge,P47145,Ortholog not conserved
A_alge,P47147,Ortholog not conserved
A_alge,P47150,Ortholog not conserved
A_alge,P47154,Conserved domain architecture
A_alge,P47158,Ortholog not conserved
A_alge,P47166,Ortholog not conserved
A_alge,P47170,Ortholog not conserved
A_alge,P47173,Ortholog not conserved
A_alge,P47818,Ortholog not conserved
A_alge,P48015,Ortholog not conserved
A_alge,P48231,Lost domain(s)
A_alge,P48234,Lost domain(s)
A_alge,P48237,Ortholog not conserved
A_alge,P48360,Conserved domain architecture
A_alge,P48362,Ortholog not conserved
A_alge,P48363,Ortholog not conserved
A_alge,P48415,Ortholog not conserved
A_alge,P48445,Lost domain(s)
A_alge,P48525,Ortholog not conserved
A_alge,P48527,Ortholog not conserved
A_alge,P48563,Ortholog not conserved
A_alge,P48567,Ortholog not conserved
A_alge,P48581,Ortholog not conserved
A_alge,P48589,Conserved domain architecture
A_alge,P48606,Ortholog not conserved
A_alge,P48743,Ortholog not conserved
A_alge,P48836,Ortholog not conserved
A_alge,P48837,Ortholog not conserved
A_alge,P49017,Ortholog not conserved
A_alge,P49018,Conserved domain architecture
A_alge,P49095,Ortholog not conserved
A_alge,P49167,Ortholog not conserved
A_alge,P49334,Ortholog not conserved
A_alge,P49686,Conserved domain architecture
A_alge,P49775,Ortholog not conserved
A_alge,P49955,Ortholog not conserved
A_alge,P49956,Conserved domain architecture
A_alge,P49957,Conserved domain architecture
A_alge,P50076,Ortholog not conserved
A_alge,P50077,Ortholog not conserved
A_alge,P50113,Ortholog not conserved
A_alge,P50264,Ortholog not conserved
A_alge,P50874,Ortholog not conserved
A_alge,P50875,Ortholog not conserved
A_alge,P51534,Ortholog not conserved
A_alge,P51601,Ortholog not conserved
A_alge,P51998,Ortholog not conserved
A_alge,P52286,Ortholog not conserved
A_alge,P52553,Ortholog not conserved
A_alge,P52891,Ortholog not conserved
A_alge,P52918,Ortholog not conserved
A_alge,P52923,Ortholog not conserved
A_alge,P53008,Ortholog not conserved
A_alge,P53010,Ortholog not conserved
A_alge,P53038,Ortholog not conserved
A_alge,P53039,Conserved domain architecture
A_alge,P53040,Conserved domain architecture
A_alge,P53044,Conserved domain architecture
A_alge,P53061,Ortholog not conserved
A_alge,P53063,Ortholog not conserved
A_alge,P53064,Ortholog not conserved
A_alge,P53065,Ortholog not conserved
A_alge,P53068,Conserved domain architecture
A_alge,P53070,Ortholog not conserved
A_alge,P53072,Ortholog not conserved
A_alge,P53073,Ortholog not conserved
A_alge,P53081,Conserved domain architecture
A_alge,P53083,Ortholog not conserved
A_alge,P53088,Lost domain(s)
A_alge,P53093,Ortholog not conserved
A_alge,P53102,Conserved domain architecture
A_alge,P53108,Ortholog not conserved
A_alge,P53112,Ortholog not conserved
A_alge,P53136,Ortholog not conserved
A_alge,P53137,Ortholog not conserved
A_alge,P53145,Conserved domain architecture
A_alge,P53146,Ortholog not conserved
A_alge,P53148,Ortholog not conserved
A_alge,P53152,Ortholog not conserved
A_alge,P53153,Conserved domain architecture
A_alge,P53157,Ortholog not conserved
A_alge,P53163,Ortholog not conserved
A_alge,P53165,Ortholog not conserved
A_alge,P53177,Ortholog not conserved
A_alge,P53178,Ortholog not conserved
A_alge,P53179,Ortholog not conserved
A_alge,P53187,Conserved domain architecture
A_alge,P53192,Ortholog not conserved
A_alge,P53193,Lost domain(s)
A_alge,P53201,Ortholog not conserved
A_alge,P53215,Ortholog not conserved
A_alge,P53217,Conserved domain architecture
A_alge,P53223,Ortholog not conserved
A_alge,P53227,Conserved domain architecture
A_alge,P53230,Ortholog not conserved
A_alge,P53254,Ortholog not conserved
A_alge,P53255,Ortholog not conserved
A_alge,P53256,Lost domain(s)
A_alge,P53259,Ortholog not conserved
A_alge,P53261,Lost domain(s)
A_alge,P53266,Ortholog not conserved
A_alge,P53273,Ortholog not conserved
A_alge,P53275,Ortholog not conserved
A_alge,P53290,Ortholog not conserved
A_alge,P53292,Ortholog not conserved
A_alge,P53297,Ortholog not conserved
A_alge,P53303,Lost domain(s)
A_alge,P53306,Ortholog not conserved
A_alge,P53312,Ortholog not conserved
A_alge,P53313,Ortholog not conserved
A_alge,P53318,Ortholog not conserved
A_alge,P53320,Ortholog not conserved
A_alge,P53323,Lost domain(s)
A_alge,P53332,Ortholog not conserved
A_alge,P53333,Ortholog not conserved
A_alge,P53335,Ortholog not conserved
A_alge,P53337,Ortholog not conserved
A_alge,P53397,Conserved domain architecture
A_alge,P53507,Ortholog not conserved
A_alge,P53538,Ortholog not conserved
A_alge,P53550,Conserved domain architecture
A_alge,P53551,Ortholog not conserved
A_alge,P53552,Ortholog not conserved
A_alge,P53598,Ortholog not conserved
A_alge,P53600,Conserved domain architecture
A_alge,P53722,Ortholog not conserved
A_alge,P53723,Ortholog not conserved
A_alge,P53729,Ortholog not conserved
A_alge,P53730,Ortholog not conserved
A_alge,P53731,Ortholog not conserved
A_alge,P53732,Ortholog not conserved
A_alge,P53738,Ortholog not conserved
A_alge,P53741,Ortholog not conserved
A_alge,P53743,Ortholog not conserved
A_alge,P53748,Ortholog not conserved
A_alge,P53769,Conserved domain architecture
A_alge,P53829,Conserved domain architecture
A_alge,P53830,Ortholog not conserved
A_alge,P53840,Ortholog not conserved
A_alge,P53843,Ortholog not conserved
A_alge,P53845,Conserved domain architecture
A_alge,P53846,Ortholog not conserved
A_alge,P53848,Ortholog not conserved
A_alge,P53851,Ortholog not conserved
A_alge,P53852,Conserved domain architecture
A_alge,P53853,Ortholog not conserved
A_alge,P53854,Ortholog not conserved
A_alge,P53855,Ortholog not conserved
A_alge,P53859,Ortholog not conserved
A_alge,P53866,Ortholog not conserved
A_alge,P53868,Ortholog not conserved
A_alge,P53872,Ortholog not conserved
A_alge,P53875,Ortholog not conserved
A_alge,P53877,Ortholog not conserved
A_alge,P53881,Ortholog not conserved
A_alge,P53886,Ortholog not conserved
A_alge,P53889,Ortholog not conserved
A_alge,P53900,Ortholog not conserved
A_alge,P53914,Gained/swapped domain(s)
A_alge,P53915,Ortholog not conserved
A_alge,P53916,Gained/swapped domain(s)
A_alge,P53919,Ortholog not conserved
A_alge,P53923,Ortholog not conserved
A_alge,P53927,Ortholog not conserved
A_alge,P53934,Ortholog not conserved
A_alge,P53942,Conserved domain architecture
A_alge,P53944,Ortholog not conserved
A_alge,P53946,Conserved domain architecture
A_alge,P53954,Ortholog not conserved
A_alge,P53959,Ortholog not conserved
A_alge,P53960,Gained/swapped domain(s)
A_alge,P53961,Ortholog not conserved
A_alge,P53962,Ortholog not conserved
A_alge,P53969,Ortholog not conserved
A_alge,P53971,Ortholog not conserved
A_alge,P53972,Conserved domain architecture
A_alge,P53973,Ortholog not conserved
A_alge,P53980,Ortholog not conserved
A_alge,P54000,Ortholog not conserved
A_alge,P54730,Ortholog not conserved
A_alge,P54787,Ortholog not conserved
A_alge,P54791,Ortholog not conserved
A_alge,P54839,Gained/swapped domain(s)
A_alge,P54857,Ortholog not conserved
A_alge,P54858,Ortholog not conserved
A_alge,P54860,Gained/swapped domain(s)
A_alge,P61829,Ortholog not conserved
A_alge,P69771,Ortholog not conserved
A_alge,P80210,Ortholog not conserved
A_alge,P80235,Ortholog not conserved
A_alge,P80667,Ortholog not conserved
A_alge,P89102,Ortholog not conserved
A_alge,P89105,Lost domain(s)
A_alge,P89114,Conserved domain architecture
A_alge,Q00362,Ortholog not conserved
A_alge,Q00539,Ortholog not conserved
A_alge,Q00578,Conserved domain architecture
A_alge,Q00582,Ortholog not conserved
A_alge,Q00684,Ortholog not conserved
A_alge,Q01080,Ortholog not conserved
A_alge,Q01159,Conserved domain architecture
A_alge,Q01329,Lost domain(s)
A_alge,Q01454,Ortholog not conserved
A_alge,Q01476,Ortholog not conserved
A_alge,Q01519,Ortholog not conserved
A_alge,Q01532,Ortholog not conserved
A_alge,Q01560,Ortholog not conserved
A_alge,Q01662,Ortholog not conserved
A_alge,Q01846,Ortholog not conserved
A_alge,Q01852,Ortholog not conserved
A_alge,Q01976,Ortholog not conserved
A_alge,Q02197,Ortholog not conserved
A_alge,Q02199,Ortholog not conserved
A_alge,Q02207,Ortholog not conserved
A_alge,Q02256,Ortholog not conserved
A_alge,Q02336,Lost domain(s)
A_alge,Q02354,Conserved domain architecture
A_alge,Q02457,Ortholog not conserved
A_alge,Q02521,Ortholog not conserved
A_alge,Q02608,Ortholog not conserved
A_alge,Q02647,Conserved domain architecture
A_alge,Q02767,Ortholog not conserved
A_alge,Q02770,Ortholog not conserved
A_alge,Q02775,Ortholog not conserved
A_alge,Q02799,Ortholog not conserved
A_alge,Q02821,Lost domain(s)
A_alge,Q02873,Ortholog not conserved
A_alge,Q02883,Ortholog not conserved
A_alge,Q02884,Ortholog not conserved
A_alge,Q02889,Ortholog not conserved
A_alge,Q02892,Conserved domain architecture
A_alge,Q02895,Ortholog not conserved
A_alge,Q02908,Ortholog not conserved
A_alge,Q02931,Ortholog not conserved
A_alge,Q02939,Conserved domain architecture
A_alge,Q02948,Ortholog not conserved
A_alge,Q02979,Lost domain(s)
A_alge,Q03018,Conserved domain architecture
A_alge,Q03048,Ortholog not conserved
A_alge,Q03067,Ortholog not conserved
A_alge,Q03071,Lost domain(s)
A_alge,Q03102,Ortholog not conserved
A_alge,Q03103,Ortholog not conserved
A_alge,Q03104,Lost domain(s)
A_alge,Q03151,Ortholog not conserved
A_alge,Q03162,Ortholog not conserved
A_alge,Q03195,Conserved domain architecture
A_alge,Q03201,Ortholog not conserved
A_alge,Q03246,Ortholog not conserved
A_alge,Q03254,Lost domain(s)
A_alge,Q03262,Ortholog not conserved
A_alge,Q03290,Conserved domain architecture
A_alge,Q03305,Ortholog not conserved
A_alge,Q03308,Ortholog not conserved
A_alge,Q03322,Ortholog not conserved
A_alge,Q03323,Ortholog not conserved
A_alge,Q03330,Lost domain(s)
A_alge,Q03337,Conserved domain architecture
A_alge,Q03338,Ortholog not conserved
A_alge,Q03375,Ortholog not conserved
A_alge,Q03390,Ortholog not conserved
A_alge,Q03406,Lost domain(s)
A_alge,Q03429,Ortholog not conserved
A_alge,Q03496,Ortholog not conserved
A_alge,Q03529,Ortholog not conserved
A_alge,Q03554,Lost domain(s)
A_alge,Q03557,Ortholog not conserved
A_alge,Q03630,Ortholog not conserved
A_alge,Q03653,Ortholog not conserved
A_alge,Q03656,Ortholog not conserved
A_alge,Q03660,Ortholog not conserved
A_alge,Q03667,Ortholog not conserved
A_alge,Q03690,Ortholog not conserved
A_alge,Q03697,Conserved domain architecture
A_alge,Q03705,Ortholog not conserved
A_alge,Q03750,Ortholog not conserved
A_alge,Q03761,Lost domain(s)
A_alge,Q03768,Ortholog not conserved
A_alge,Q03771,Ortholog not conserved
A_alge,Q03772,Ortholog not conserved
A_alge,Q03774,Conserved domain architecture
A_alge,Q03778,Ortholog not conserved
A_alge,Q03784,Lost domain(s)
A_alge,Q03786,Ortholog not conserved
A_alge,Q03796,Conserved domain architecture
A_alge,Q03880,Ortholog not conserved
A_alge,Q03920,Conserved domain architecture
A_alge,Q03921,Conserved domain architecture
A_alge,Q03941,Ortholog not conserved
A_alge,Q03976,Ortholog not conserved
A_alge,Q04002,Ortholog not conserved
A_alge,Q04004,Conserved domain architecture
A_alge,Q04013,Ortholog not conserved
A_alge,Q04033,Ortholog not conserved
A_alge,Q04048,Ortholog not conserved
A_alge,Q04062,Lost domain(s)
A_alge,Q04066,Ortholog not conserved
A_alge,Q04067,Ortholog not conserved
A_alge,Q04080,Ortholog not conserved
A_alge,Q04082,Ortholog not conserved
A_alge,Q04089,Ortholog not conserved
A_alge,Q04119,Ortholog not conserved
A_alge,Q04149,Conserved domain architecture
A_alge,Q04172,Ortholog not conserved
A_alge,Q04177,Ortholog not conserved
A_alge,Q04183,Ortholog not conserved
A_alge,Q04226,Conserved domain architecture
A_alge,Q04235,Ortholog not conserved
A_alge,Q04264,Ortholog not conserved
A_alge,Q04272,Ortholog not conserved
A_alge,Q04305,Lost domain(s)
A_alge,Q04311,Ortholog not conserved
A_alge,Q04338,Ortholog not conserved
A_alge,Q04344,Conserved domain architecture
A_alge,Q04347,Ortholog not conserved
A_alge,Q04370,Ortholog not conserved
A_alge,Q04371,Ortholog not conserved
A_alge,Q04372,Ortholog not conserved
A_alge,Q04373,Ortholog not conserved
A_alge,Q04401,Ortholog not conserved
A_alge,Q04410,Lost domain(s)
A_alge,Q04430,Ortholog not conserved
A_alge,Q04437,Ortholog not conserved
A_alge,Q04458,Ortholog not conserved
A_alge,Q04471,Ortholog not conserved
A_alge,Q04477,Ortholog not conserved
A_alge,Q04489,Ortholog not conserved
A_alge,Q04491,Lost domain(s)
A_alge,Q04493,Ortholog not conserved
A_alge,Q04500,Conserved domain architecture
A_alge,Q04598,Ortholog not conserved
A_alge,Q04599,Ortholog not conserved
A_alge,Q04636,Lost domain(s)
A_alge,Q04651,Ortholog not conserved
A_alge,Q04659,Ortholog not conserved
A_alge,Q04660,Ortholog not conserved
A_alge,Q04673,Lost domain(s)
A_alge,Q04693,Ortholog not conserved
A_alge,Q04740,Ortholog not conserved
A_alge,Q04746,Ortholog not conserved
A_alge,Q04751,Ortholog not conserved
A_alge,Q04767,Ortholog not conserved
A_alge,Q04773,Ortholog not conserved
A_alge,Q04779,Ortholog not conserved
A_alge,Q04781,Conserved domain architecture
A_alge,Q04869,Ortholog not conserved
A_alge,Q04924,Ortholog not conserved
A_alge,Q04958,Ortholog not conserved
A_alge,Q04969,Conserved domain architecture
A_alge,Q04991,Ortholog not conserved
A_alge,Q05021,Gained/swapped domain(s)
A_alge,Q05022,Ortholog not conserved
A_alge,Q05027,Conserved domain architecture
A_alge,Q05040,Ortholog not conserved
A_alge,Q05468,Ortholog not conserved
